Cluster ID	Status	Cluster name	Size	Cluster members	Organisms	Length	Identity
UniRef50_Q7T248	reviewed	Cluster: Snaclec echicetin subunit alpha (Fragment)	1	Q7T248	Echis carinatus (Saw-scaled viper)	135	50%
UniRef50_Q7T2Q0	partially reviewed	Cluster: Snaclec EMS16 subunit beta	10	Q7T2Q0; A0A098M248; A0A098M183; A0A098M244; A0A0B4SWR1; Q09GK0; F8S0Z0; J3S3U5; T1E6U4; D1MZV4	Echis multisquamatus (Central Asian sand viper); Hypsiglena sp. JMG-2014; Philodryas chamissonis; Philodryas olfersii (Green snake); Crotalus adamanteus (Eastern diamondback rattlesnake); Crotalus oreganus helleri (Southern pacific rattlesnake) (Crotalus viridis helleri); Rhabdophis tigrinus tigrinus (Tiger keelback snake)	154	50%
UniRef50_Q7T2Q1	partially reviewed	Cluster: Snaclec EMS16 subunit alpha	8	Q7T2Q1; D2YW39; A0A0A1WD30; P81111; T2HPQ3; Q7LZ71; Q7SZV0; I2GAE3	Echis multisquamatus (Central Asian sand viper); Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma); Echis coloratus (Carpet viper); Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	157	50%
UniRef50_Q7T3L1	reviewed	Cluster: Kininogen-1a	1	Q7T3L1	Bombina maxima (Giant fire-bellied toad) (Chinese red belly toad)	294	50%
UniRef50_Q7T3T5	partially reviewed	Cluster: Acidic phospholipase A2 daboiatoxin B chain (Fragment)	6	Q7T3T5; P21789; A0A0D3S151; Q6T7B8; P00621; P00620	Daboia siamensis (Eastern Russels viper) (Daboia russelii siamensis); Cerastes cerastes (Horned desert viper); Atheris chlorechis (Western bush viper) (Vipera chlorechis); Bitis gabonica (Gaboon adder) (Gaboon viper); Bitis nasicornis (Rhinoceros adder) (Rhinoceros viper)	130	50%
UniRef50_Q7YT39	partially reviewed	Cluster: M-theraphotoxin-Gr1a	9	Q7YT39; M5AY85; H7CEK9; H7CEK5; M5AWT6; P0C2P5; M5AYC3; M5B4R2; M5AXN7	Grammostola rosea (Chilean rose tarantula) (Grammostola spatulata)	82	50%
UniRef50_Q7YZS9	partially reviewed	Cluster: Kappa-conotoxin ViTx	12	Q7YZS9; P0C252; C7DQB7; P69500; P69501; C7DQX6; P69495; W4VSG5; A0A061QLE6; A0A061QFP6; A0A061QHP7; U3KZV4	Conus virgo (Virgin cone); Conus emaciatus (False virgin cone); Conus vexillum (Flag cone); Conus litteratus (Lettered cone); Conus imperialis (Imperial cone); Conus victoriae (Queen Victoria cone); Conus lividus (Livid cone); Conus sp. n. 1 NP-2014; Conus flavidus (Yellow Pacific cone)	67	50%
UniRef50_Q7Z092	reviewed	Cluster: Iota-conotoxin-like r11b	20	Q7Z092; Q7Z093; Q7Z097; Q7Z099; P0C257; Q7Z098; P0C259; P0C256; Q7Z0A0; Q7Z0A4; Q7Z0A3; Q7Z0A5; Q7Z0A2; Q7Z0A6; P0C614; P0C611; Q7Z095; Q7Z0A1; Q7Z091; P0C610	Conus radiatus (Rayed cone); Conus magus (Magus cone) (Magicians cone snail); Conus striatus (Striated cone); Conus figulinus (Fig cone)	46	50%
UniRef50_Q7Z094	partially reviewed	Cluster: Iota-conotoxin RXIA	13	Q7Z094; E2DEL0; Q7Z096; W4VSG6; S4UKA9; S4UK94; W4VSM0; W4VS68; A0A0C9R750; W4VS13; S4UKI8; P0C253; Q7Z090	Conus radiatus (Rayed cone); Conus victoriae (Queen Victoria cone); Conus textile (Cloth-of-gold cone); Conus striatus (Striated cone); Conus tribblei; Conus episcopatus (Bishops cone)	46	50%
UniRef50_Q7Z1N0	reviewed	Cluster: Phospholipase D LarSicTox-alphaI-1 (Fragment)	1	Q7Z1N0	Loxosceles arizonica (Arizona brown spider)	161	50%
UniRef50_Q7Z269	partially reviewed	Cluster: Venom serine protease	2	Q7Z269; B7SD94	Polistes dominula (European paper wasp) (Vespa dominula); Vespa magnifica (Hornet)	277	50%
UniRef50_Q805F7	partially reviewed	Cluster: Disintegrin acostatin-alpha	26	Q805F7; C9E1S2; Q3YL50; Q3YL42; Q805F5; Q3BK14; M5BHN0; M5BGY5; M5BGS2; Q7ZZM2; Q3BK17; Q14FJ5; Q1JRG7; Q3BK16; Q3BER2; E9JGG6; Q3BER3; Q3BER4; Q14FJ3; P83253; Q3BER1; Q6T6T2; Q6T6T3; E9JGH6; P82465; Q3BK13	Agkistrodon contortrix contortrix (Southern copperhead); Agkistrodon piscivorus leucostoma (Western cottonmouth) (Acontias leucostoma); Agkistrodon contortrix laticinctus (Broad-banded copperhead) (Agkistrodon mokasen laticinctus); Agkistrodon piscivorus piscivorus (Eastern cottonmouth); Macrovipera lebetina (Levantine viper) (Vipera lebetina); Atheris nitschei (Great lakes bush viper); Atheris chlorechis (Western bush viper) (Vipera chlorechis); Atheris squamigera (Variable bush viper); Protobothrops jerdonii (Jerdons pitviper) (Trimeresurus jerdonii); Cerastes vipera (Sahara sand viper); Echis ocellatus (Ocellated saw-scaled viper); Macrovipera lebetina transmediterranea (Blunt-nosed viper) (Vipera lebetina transmediterranea); Echis coloratus (Carpet viper); Bitis gabonica (Gaboon adder) (Gaboon viper); Echis carinatus sochureki (Saw-scaled viper)	111	50%
UniRef50_Q86DU6	partially reviewed	Cluster: Mu-conotoxin SIIIA	92	Q86DU6; H2BKV7; H2BKM5; P0CE77; H2BKG6; C1J5M7; P58925; P0C1U0; S6CQB8; H2BKI3; X5IGY9; H2BKP6; S4UJF5; H2BKE8; Q9BPJ4; H2BKS7; P0DKP9; S6CQT9; H2BKW6; P01523; H2BKD3; X5IG12; X5IY08; X5IG17; X5I9Z7; H2BKK6; P0DKQ1; S6CQ13; P0DKQ0; S6CRD6; H2BKS3; H2BKN7; A0A061QFP2; H2BKX4; H2BKT6; X5IWR4; X5IA00; X5IY05; P56529; E2DEL2; H2BKH3; H2BKS1; H2BKJ2; H2BKT3; H2BKV3; H2BKR9; H2BKL7; H2BKS2; H2BKW7; H2BKV4; H2BKI8; H2BKL0; H2BKX1; H2BKN1; P0C7I1; H2BKE0; H2BKT7; H2BKJ3; H2BKS5; W4VSG1; H2BKM8; P58846; H2BKH1; H2BKI1; H2BKG3; H2BKJ0; H2BKT1; H2BKI5; H2BKK5; S6CPX6; I1SB07; H2BKK1; P0C1N5; U6BZG2; U6BZD7; U6BZG3; P69769; E2DEL3; C1J5M5; C1J5M6; H2BKS6; H2BKQ8; H2BKT0; H2BKD6; H2BKV1; H2BKX2; P0DKQ2; S6CQB9; Q9BPJ5; H2BKT2; H2BKK9; P0DKQ9	Conus striatus (Striated cone); Conus bullatus (Bubble cone); Conus purpurascens (Purple cone); Conus consors (Singed cone); Conus magus (Magus cone) (Magicians cone snail); Conus geographus (Geography cone) (Nubecula geographus); Conus rattus (Rat cone); Conus textile (Cloth-of-gold cone); Conus vitulinus (Calf cone) (Conus planorbis vitulinus); Conus caracteristicus (Characteristic cone); Conus marmoreus (Marble cone); Conus lividus (Livid cone); Conus ebraeus (Hebrew cone); Conus miles (Soldier cone) (Mile cone); Conus emaciatus (False virgin cone); Conus quercinus (Oak cone); Conus parius (Cone snail); Conus betulinus (Beech cone); Conus victoriae (Queen Victoria cone); Conus radiatus (Rayed cone); Conus tulipa (Fish-hunting cone snail) (Tulip cone)	73	50%
UniRef50_Q86LR2	partially reviewed	Cluster: Hydralysin-1	6	Q86LR2; Q564A5; UPI00019271FD; Q52SK7; UPI0001925B9A; Q52SK6	Hydra viridissima (Green hydra) (Chlorohydra viridissima); Hydra vulgaris (Hydra) (Hydra attenuata)	244	50%
UniRef50_Q86QT3	reviewed	Cluster: Potassium channel toxin gamma-KTx 1.1	1	Q86QT3	Centruroides noxius (Mexican scorpion)	62	50%
UniRef50_Q86RB2	partially reviewed	Cluster: Alpha-conotoxin GIC (Fragment)	7	Q86RB2; S6CQT8; A1X8D0; D4HPH0; D4HPG9; D4HPC8; D4HPF2	Conus geographus (Geography cone) (Nubecula geographus); Conus consors (Singed cone); Conus quercinus (Oak cone); Conus striatus (Striated cone); Conus aurisiacus (Aurisiacus cone); Conus gauguini (Gauguins cone)	40	50%
UniRef50_Q86RQ7	partially reviewed	Cluster: Venom peptide BmKAPI	3	Q86RQ7; A0A088BCZ3; A0A0C9S380	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Tityus bahiensis (Brazilian scorpion)	89	50%
UniRef50_Q8AVA3	partially reviewed	Cluster: Cysteine-rich venom protein pseudecin	36	Q8AVA3; Q8AVA4; P0DL21; P0DL20; UPI0004975D1E; UPI0004573166; UPI0004C06892; UPI00046B0C48; UPI000523A833; G1KE85; P0CB15; UPI0003F06C32; W5NHR8; UPI000522564C; F2Q6F5; UPI0003832525; UPI00052EE69A; UPI0005212C80; UPI0003C42C82; K7FQF1; UPI0004F3EF7E; UPI0005208F86; A0A093BWC7; UPI000523B324; UPI0005116A79; UPI000532350E; W5NHS1; UPI0003EADECD; I3JFJ5; UPI0003EC5C63; UPI0003BC8C4C; M9SZR9; UPI0003871E11; UPI0005D08D0E; UPI0005229D75; A0A091QKM3	Pseudechis porphyriacus (Red-bellied black snake); Pseudechis australis (Mulga snake) (King brown snake); Pseudechis colletti (Colletts snake); Pseudechis guttatus (Spotted black snake) (Pseudechis mortonensis); Cynoglossus semilaevis (Tongue sole); Callorhinchus milii (Ghost shark); Calypte anna (Annas hummingbird) (Archilochus anna); Tarsius syrichta (Philippine tarsier); Nestor notabilis (Kea); Anolis carolinensis (Green anole) (American chameleon); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Elephantulus edwardii (Cape long-eared elephant shrew); Lepisosteus oculatus (Spotted gar); Opisthocomus hoazin (Hoatzin) (Phasianus hoazin); Trimeresurus gracilis (Kikuchi habu); Melopsittacus undulatus (Budgerigar) (Psittacus undulatus); Tinamus guttatus (White-throated tinamou); Charadrius vociferus (Killdeer) (Aegialitis vocifera); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis); Aptenodytes forsteri (Emperor penguin); Cariama cristata (Red-legged seriema); Tauraco erythrolophus (Red-crested turaco); Pelecanus crispus (Dalmatian pelican); Balearica regulorum gibbericeps (East African grey crowned-crane); Oreochromis niloticus (Nile tilapia) (Tilapia nilotica); Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi); Haplochromis burtoni (Burtons mouthbrooder); Cylindrophis ruffus (Red-tailed pipe snake); Falco peregrinus (Peregrine falcon); Aquila chrysaetos canadensis; Haliaeetus leucocephalus (Bald eagle); Haliaeetus albicilla (White-tailed sea-eagle)	238	50%
UniRef50_Q8AY75	partially reviewed	Cluster: Calglandulin	35	Q8AY75; Q3SB10; Q3SB12; Q3SB14; Q3SB15; Q3SB09; Q3SB08; Q3SB13; B5G6G4; J3SBW8; T1DD65; A6MFL9; V8NDM7; Q3SB11; A8S6C0; U3FD87; UPI0004421345; UPI0003C18DC6; H3BIP6; J9NRN7; UPI0003ADC6F2; I3LEK3; UPI0003EAAD2E; W5MG97; A0A0G2DFQ8; F1N2T7; UPI000388C71D; K7FUL3; UPI0003C4C46D; UPI00042C2885; UPI0005765AD5; UPI0004575285; UPI0003F1BEAA; UPI0003F1ABA1; F7G8B3	Bothrops insularis (Golden lancehead) (Lachesis insularis); Hoplocephalus stephensii (Stephens banded snake); Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake); Oxyuranus microlepidotus (Inland taipan); Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan); Pseudechis australis (Mulga snake) (King brown snake); Pseudechis porphyriacus (Red-bellied black snake); Pseudonaja textilis (Eastern brown snake); Cryptophis nigrescens (Eastern small-eyed snake) (Rhinoplocephalus nigrescens); Crotalus adamanteus (Eastern diamondback rattlesnake); Crotalus horridus (Timber rattlesnake); Demansia vestigiata (Lesser black whip snake) (Demansia atra); Ophiophagus hannah (King cobra) (Naja hannah); Tropidechis carinatus (Australian rough-scaled snake); Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus); Micrurus fulvius (Eastern coral snake) (Coluber fulvius); Python bivittatus (Burmese python) (Python molurus bivittatus); Latimeria chalumnae (West Indian ocean coelacanth); Canis familiaris (Dog) (Canis lupus familiaris); Sus scrofa (Pig); Lepisosteus oculatus (Spotted gar); Scleropages formosus (Asian bonytongue); Bos taurus (Bovine); Chrysemys picta bellii (Western painted turtle) (Emys bellii); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis); Chelonia mydas (Green sea-turtle) (Chelonia agassizi); Esox lucius (Northern pike); Callorhinchus milii (Ghost shark); Felis catus (Cat) (Felis silvestris catus); Ornithorhynchus anatinus (Duckbill platypus)	156	50%
UniRef50_Q8I0L5	partially reviewed	Cluster: Potassium channel toxin alpha-KTx 15.2	7	Q8I0L5; Q867F4; Q5K0E0; B8XH37; Q86BX0; Q86SD8; A0A088DB08	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Androctonus australis (Sahara scorpion); Androctonus amoreuxi (African fattail scorpion); Buthus occitanus israelis (Common yellow scorpion); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	59	50%
UniRef50_Q8I6R5	reviewed	Cluster: Alpha-conotoxin ImII (Fragment)	1	Q8I6R5	Conus imperialis (Imperial cone)	17	50%
UniRef50_Q8IS41	partially reviewed	Cluster: Conotoxin VxVIB	21	Q8IS41; M9PN15; M9PQ67; A0A068B2Q1; M9PQH1; M9PN12; Q5K0C4; A0A0E3X1Z2; P0CY64; A0A0E3SVD7; A0A0E3SVB2; Q9XYZ1; M9PQG6; F6LAX6; Q2I2R0; Q2I2R1; A0A068B4A2; A0A068B355; A0A068B6Y8; A0A068B156; M9PQG7	Conus vexillum (Flag cone); Conus distans (Distant cone); Conus marmoreus (Marble cone); Conus capitaneus (Captain cone); Conus miles (Soldier cone) (Mile cone); Conus bullatus (Bubble cone); Conus pulicarius (Flea-bite cone); Conus eburneus (Ivory cone); Conus litteratus (Lettered cone)	88	50%
UniRef50_Q8JFX7	partially reviewed	Cluster: Muscarinic toxin BM14	4	Q8JFX7; Q9PW19; Q9YGH0; D5J9Q3	Bungarus multicinctus (Many-banded krait); Bungarus flaviceps	103	50%
UniRef50_Q8MMG9	partially reviewed	Cluster: Trehalase	32	Q8MMG9; UPI00063F18F4; UPI000625F066; A0A076JZN4; UPI0005AC39BC; A0A0C9RBN1; A0A0C9QPX8; UPI0006232A6A; A0A087ZXG0; UPI000629A1C4; UPI00020639B5; UPI0003DE9EBA; UPI0003DF4D1C; UPI0003DEB6F0; UPI0005AC3BA5; UPI00046CE809; UPI0005F57F5F; F4X2U9; W4VV04; UPI0005FA0D5A; UPI000614C35E; UPI00059592BA; E9J7N1; UPI0005CE66A8; E2A4X8; UPI00022C9C5F; UPI00021A7F22; X2G4I4; H9NIE0; A0A026X326; E2BSG4; UPI0004CDB020	Pimpla hypochondriaca (Parasitoid wasp); Monomorium pharaonis (Pharaoh ant); Orussus abietinus; Blattella germanica (German cockroach) (Blatta germanica); Fopius arisanus; Linepithema humile (Argentine ant) (Iridomyrmex humilis); Apis mellifera (Honeybee); Apis florea (Dwarf honeybee); Apis dorsata (Giant honeybee); Nasonia vitripennis (Parasitic wasp); Vollenhovia emeryi; Acromyrmex echinatior (Panamanian leafcutter ant) (Acromyrmex octospinosus echinatior); Atta cephalotes (Leafcutter ant); Megachile rotundata (alfalfa leafcutting bee); Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri); Ceratosolen solmsi marchali; Camponotus floridanus (Florida carpenter ant); Bombus impatiens (Bumblebee); Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris); Bombus hypocrita (Bumblebee); Cerapachys biroi (Ant); Harpegnathos saltator (Jerdons jumping ant); Microplitis demolitor	585	50%
UniRef50_Q8MMH0	reviewed	Cluster: Cysteine-rich venom protein 7	1	Q8MMH0	Pimpla hypochondriaca (Parasitoid wasp)	109	50%
UniRef50_Q8MMH3	reviewed	Cluster: Putative protein-glutamate O-methyltransferase	1	Q8MMH3	Pimpla hypochondriaca (Parasitoid wasp)	488	50%
UniRef50_Q8MMH4	reviewed	Cluster: Small venom protein 2	1	Q8MMH4	Pimpla hypochondriaca (Parasitoid wasp)	78	50%
UniRef50_Q8MMH5	reviewed	Cluster: Small venom protein 1	1	Q8MMH5	Pimpla hypochondriaca (Parasitoid wasp)	61	50%
UniRef50_Q8MMJ7	partially reviewed	Cluster: Cytotoxic linear peptide IsCT	12	Q8MMJ7; R4JQZ0; H2CYR5; T1DPA6; C5J887; A0A0C4G4L1; P0DME7; P0DME6; R4JNJ5; L0GCV8; P0DJO4; P0DJO3	Opisthacanthus madagascariensis (Scorpion); Pandinus imperator (Emperor scorpion); Pandinus cavimanus (Tanzanian red clawed scorpion); Urodacus manicatus; Opisthacanthus cayaporum (South American scorpion); Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion); Heterometrus petersii (Asian forest scorpion); Urodacus yaschenkoi (Inland robust scorpion); Scorpiops tibetanus (Scorpion)	68	50%
UniRef50_Q8MQS8	partially reviewed	Cluster: Venom serine protease 34	10	Q8MQS8; A0A088AAT2; UPI0003DF70DC; UPI0003DF77DF; UPI000258D719; A0A087ZYX8; UPI0003DE9666; UPI000258DCBB; UPI00021A8433; UPI00022C8EDC	Apis mellifera (Honeybee); Apis dorsata (Giant honeybee); Megachile rotundata (alfalfa leafcutting bee); Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris); Bombus impatiens (Bumblebee)	405	50%
UniRef50_Q8MTX1	reviewed	Cluster: U3-aranetoxin-Ce1a	1	Q8MTX1	Caerostris extrusa (Bark spider) (Caerostris bankana)	102	50%
UniRef50_Q8MTX2	partially reviewed	Cluster: Cytotoxic linear peptide IsCT2	18	Q8MTX2; R4JJN6; T1DMR8; T1DEJ9; P0DME8; T1E6X5; P0DJ03; P0DME9; L0GCI6; T1E7N2; P0C8W2; P0DJ02; C5J886; I0DEB4; P0C8W1; I0DEB5; I0DEB6; L0GAZ8	Opisthacanthus madagascariensis (Scorpion); Pandinus imperator (Emperor scorpion); Urodacus manicatus; Heterometrus petersii (Asian forest scorpion); Urodacus yaschenkoi (Inland robust scorpion); Hadrurus gertschi (Scorpion); Opisthacanthus cayaporum (South American scorpion); Vaejovis mexicanus smithi (Scorpion) (Vaejovis smithi); Mesomexovis subcristatus (Scorpion) (Vaejovis subcristatus)	71	50%
UniRef50_Q8MUB1	partially reviewed	Cluster: Potassium channel toxin alpha-KTx 22.1	12	Q8MUB1; V9LLN7; V9LLZ2; A0A088DAZ3; A0A088DAC7; A0A088D9Q2; A0A088DB22; F1CIY9; B8XH45; B8XH30; A0A0A6ZIM7; B8XH47	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Hottentotta judaicus (Black scorpion) (Buthotus judaicus); Buthus occitanus israelis (Common yellow scorpion); Androctonus bicolor	62	50%
UniRef50_Q8N0N8	partially reviewed	Cluster: Peptide BmKa2	18	Q8N0N8; A0A059UEE2; A0A059U8Z8; E4VP16; E4VP48; E4VNZ6; E4VNZ5; E4VP26; T1DMT7; T1DPB2; T1DMS5; Q5G8B0; C9X4J1; Q5G8B1; A0A0C9S3A2; Q5G8A9; Q5G8B2; P0CI96	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Mesobuthus gibbosus (Mediterranean checkered scorpion); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Lychas buchari; Isometroides vescus; Tityus costatus (Brazilian scorpion); Tityus discrepans (Venezuelan scorpion); Tityus bahiensis (Brazilian scorpion); Lychas mucronatus (Chinese swimming scorpion)	74	50%
UniRef50_Q8QGP7	reviewed	Cluster: Natriuretic peptide DNP-2	1	Q8QGP7	Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	53	50%
UniRef50_Q8QGR0	partially reviewed	Cluster: Three-finger muscarinic toxin 7	161	Q8QGR0; D5J9P4; Q802B2; U3FAC0; U3FYQ1; U3FVG7; U3F5B1; U3FAB7; U3EPI1; U3FYQ0; R4G2E3; Q2VBN2; P01404; Q9W717; U3F5B5; U3FVG5; P80958; E2ITZ4; E2ITZ9; R4G2D7; F8QZ65; F8QZ63; R4G7K6; Q98958; Q98958-2; A0A0F7Z047; U3FVI5; U3FYQ5; R4FKG7; C6JUP4; R4G2S0; R4FJK0; R4G2F0; P0C554; R4FKA6; R4G2J6; R4G326; A0A024AX16; A0A024AXD4; A0A024AYC2; P49122; A2CKF6; P18329; R4FIK1; R4G7K5; Q98956; P79810; Q91136; Q98957; Q91135; P60304; E2IU04; P60305; Q6IZ95; A2CKF7; D5J9Q1; D5J9Q0; F5CPD1; P01443; P60310; H8PG65; R4G7G0; R4FIB8; Q53B49; V8N3G9; Q9YGI8; F5CPD8; C6JUP3; R4G2P2; R4G7H5; A7X4T2; R4FIG8; R4FJR7; P0C553; R4FIP4; Q8UUK0; K9MCX0; P17696; U3FYR0; U3F5E1; U3EPL9; U3FYQ7; U3FVI0; A0A0F7Z3R9; O93473; Q98965; Q9W6W6; P80245; E2IU05; P60301; P60302; P60303; P49123; P58370; R4G7L9; Q2VBN0; R4G7F4; R4G2E5; R4FI96; C1IC49; P43445; F5CPD2; R4G354; R4G7M0; R4G2M2; R4FIZ8; R4FKB1; R4G327; R4G2J7; R4FJH1; R4G2Q7; C6JUP2; A8HDJ7; A8HDJ8; V8N9N7; R4G2G6; P19960; P19959; E2ITZ2; E2IU02; Q2VBN1; P01442; O73857; Q91124; Q98962; Q9PST3; O93472; Q9DGH9; Q9W6W9; O93471; O73856; Q02454; P0C5H4; P85429; Q98961; P0C944; Q98960; Q9PST4; Q98959; F5CPD6; F5CPD9; R4G2Q5; R4FI89; R4G7F2; F5CPE7; Q2VBN5; Q2VBN7; Q2VBN8; Q69CK0; Q53B46; Q2VBN4; R4FJG1; C6JUP5; Q9YGI1; Q91137; Q91996; P62375; P62377; Q91126; Q9W716; F5CPE1	Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps); Bungarus flaviceps; Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix); Micrurus fulvius (Eastern coral snake) (Coluber fulvius); Brachyurophis roperi (Northern shovel-nosed snake); Ophiophagus hannah (King cobra) (Naja hannah); Naja atra (Chinese cobra); Acanthophis wellsi; Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides); Pseudonaja modesta; ?; Vermicella annulata (Eastern bandy-bandy); Micrurus corallinus (Brazilian coral snake); Cacophis squamulosus; Bungarus fasciatus (Banded krait) (Pseudoboa fasciata); Micropechis ikaheka (New Guinean small-eyed snake); Hemiaspis signata; Naja kaouthia (Monocled cobra) (Naja siamensis); Bungarus candidus (Malayan krait); Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris); Parasuta nigriceps (Mallee black-backed snake); Bungarus multicinctus (Many-banded krait); Furina ornata; Oxyuranus microlepidotus (Inland taipan); Hoplocephalus bungaroides; Micrurus laticollaris (Balsas coral snake); Walterinnesia aegyptia (Desert black snake); Cryptophis nigrescens (Eastern small-eyed snake) (Rhinoplocephalus nigrescens); Aipysurus laevis (Olive sea snake); Daboia russelii (Russels viper) (Vipera russelii); Naja naja (Indian cobra)	86	50%
UniRef50_Q8T0W1	reviewed	Cluster: Cysteine-rich venom protein 5	1	Q8T0W1	Pimpla hypochondriaca (Parasitoid wasp)	115	50%
UniRef50_Q8T0W2	reviewed	Cluster: Pacifastin-like protease inhibitor cvp4	1	Q8T0W2	Pimpla hypochondriaca (Parasitoid wasp)	203	50%
UniRef50_Q8T0W3	reviewed	Cluster: Cysteine-rich venom protein 3	1	Q8T0W3	Pimpla hypochondriaca (Parasitoid wasp)	63	50%
UniRef50_Q8T0W4	partially reviewed	Cluster: Kunitz-type serine protease inhibitor cvp2	2	Q8T0W4; A0A026WJG2	Pimpla hypochondriaca (Parasitoid wasp); Cerapachys biroi (Ant)	77	50%
UniRef50_Q8T0W5	reviewed	Cluster: Cysteine-rich venom protein 1	2	Q8T0W5; Q8T0W0	Pimpla hypochondriaca (Parasitoid wasp)	85	50%
UniRef50_Q8T0W8	partially reviewed	Cluster: Diapause-specific peptide	3	Q8T0W8; B3F883; E1B227	Gastrophysa atrocyanea (Leaf beetle); Spodoptera litura (Asian cotton leafworm); Spodoptera exigua (Beet armyworm) (Noctua fulgens)	65	50%
UniRef50_Q8T3S6	reviewed	Cluster: U2-aranetoxin-Av1a	1	Q8T3S6	Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	64	50%
UniRef50_Q8T3S7	reviewed	Cluster: Kunitz-type serine protease inhibitor U1-aranetoxin-Av1a	1	Q8T3S7	Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	80	50%
UniRef50_Q8WQK0	reviewed	Cluster: Venom protein Vn4.6	1	Q8WQK0	Cotesia rubecula (Cabbage white butterfly parasite) (Apanteles rubecula)	65	50%
UniRef50_Q8WRY4	reviewed	Cluster: Toxin Cll9	3	Q8WRY4; Q95WC9; Q68PG3	Centruroides limpidus limpidus (Mexican scorpion); Centruroides sculpturatus (Bark scorpion); Centruroides exilicauda (Bark scorpion)	84	50%
UniRef50_Q8WS88	reviewed	Cluster: Phospholipase A2	1	Q8WS88	Adamsia palliata (Cloak anemone) (Adamsia carciniopados)	156	50%
